The process of combining atoms is known as what?,Fusion
The process of splitting atoms is known as?,Fission
The Punic Wars were fought by Ancient Rome and what other ancient empire?,Ancient Carthage
The Qingming Riverside Map captures the daily life and landscape of which ancient Chinese dynasty?,The Song
The Renaissance was a rebirth of what?,Classical culture
The saying The Empire on which the sun never sets was originally used in reference to which countrys empire?,Spain
The Scoville scale is often used to rate the spiciness of peppers a higher value denoting greater spiciness. Which of these peppers is rated at over 1 million on the Scoville scale?,Soul pepper
The Taj Mahal was built during which Indian Dynasty?,The Mughal Dynasty
The Tang dynasty style of pottery decoration known as sancai primarily uses which three colors?,Yellow green white
The Third Punic War led to the downfall of which state?,Carthage
The Three Kingdoms of Korea were Baekje Silla and …?,Goguryeo
The two capitals of Austria-Hungary were Budapest and which other city?,Vienna
The Uruguay national team displays four stars on its emblems. How many World Cups has it won?,Two
The writer of ‘A Song of Ice and Fire recently contributed to the script of which video game?,Elden Ring
The zeppelin was invented by engineers from which country?,Germany
To unlock the achievement Huarong Trail you must use Guan Yu to defeat a troop led by which of the following commanders?,Cao Cao
To whom did India give the title Mahatma?,Mohandas Karamchand Gandhi
Tokugawa Ieyasu and who else became the three Great Unifiers of Japan?,Oda Nobunaga and Toyotomi Hideyoshi
Under normal circumstances which layer of the Sun can we see with the naked eye?,Photosphere
Under which category does the formal writing system of ancient Egypt fall?,Hieroglyphic
Under which Pharaoh did ancient Egyptian minister Imhotep serve?,Zoser
Using a troop led by Julius Caesar and Cleopatra VII which of the f ollowing actions will unlock the achievement Immortal Longings?,Attack a city
Wales officially became part of the Kingdom of Great Britain during the reign of which King?,Henry VIII
What achievement would spending over 200 Golden Keys in the Tavern in a single transaction unlock?,All In
What age did ancient Greece enter after the Mycenaean civilization was destroyed?,Dark Age
What ancient Roman ruin located in Algeria was formally assigned World Heritage status in 1982?,The ruins of Djemila
What animal is the mascot of the 2022 Winter Olympics based on?,Panda
What animal is the Tigris named after in ancient Greek?,Tiger
What are Arrows of Resistance used for?,To upgrade the Watchtower
What are Books of Covenant used for?,To upgrade the Castle
What are the dimensions of the fog cleared by a Kingdom Map item?,10×10
What benefit does researching Mathematics in the Academy provide?,Increased research speed
What can Masonry technology help you to improve?,The building speed of buildings in your city
What caused the death of the outstanding statemen and military strategist Pericles?,A plague
What caused the deaths of Ceroli Chieftain Dekars parents?,The discovery of their witchcraft studies
What causes lunar eclipses?,The earth moves directly between the sun and the moon
What civilization developed between the Tigris and Euphrates rivers?,The Mesopotamians
What color are the fresh flowers in the Lyceum of Wisdom for the French civilization?,Red
What color are the wings on the Pegasus decoration?,Gold
What color gemstones are engraved upon the crown of the commander El Cid?,Red
What color is a polar bears skin?,Black
What color is used on the roofs of buildings in the Japanese civilization?,Black
What color paint was favored by ancient Egyptian families for the walls of their homes?,White
What color sail did Theseus fly on his ship to signify to his father Aegeus that he had successfully slain the Minotaur?,White
What color was the match ball used in the 1966 World Cup Final?,Orange
What country did the infamous pirate Blackbeard come from?,England
What country is not in Europe?,Egypt
What date is World Environment Day held each year?,June 5th
What did Che Guevara study in college?,Medicine
What did Spartacus do as a slave before leading the biggest slave rebellion of Ancient Rome?,A gladiator
What did the name for ancient Egypts Luxor Temple also mean?,The southern sanctuary
What did the word marathon originally refer to?,A place name
What did Theodorus van Gogh the younger brother of famed Dutch painter Vincent Van Gogh do for a living?,Art Dealer
What discovery made the deciphering of hieroglyphics possible?,The Rosetta Stone
What do Dragon Lancers carry in their left hand?,A tobacco pipe
What do you have to do to earn the Witness Protection achievement?,Change your nickname 10 times
What does a hat-trick mean in soccer?,One player scoring 3 goals for their team
What does the ankh character represent in ancient Egyptian hieroglyphics?,Life
What does the word Formula in Formula 1 Racing refer to?,The rules which participating cars must follow
What event marked the beginning of the Hellenistic period?,The death of Alexander the Great
What four-word saying did Oda Nobunaga live by?,Rule With absolute force
What honorary rank was the founder of Kentucky Fried Chicken (KFC) given?,Colonel
What image is engraved on the Hammer of the Sun and Moon weapon?,The sun
What information does the item Deceptive Troops falsify for enemy Scouts?,Your Citys unit count
What ingredients are used to make zongzi a traditional food eaten in China during the Dragon Boat Festival?,Glutinous rice
What instrument was officially banned by FIFA after the 2010 South Africa World Cup?,Vuvuzela
What is a light-year a measure of?,Distance
What is Belisarius nickname?,Last of the Romans
What is Chinas earliest known book of military strategy?,Sun Tzus The Art of War
What is Commander Baibars good at?,Leading cavalry units
What is Commander Cao Caos expertise skill called?,Emperor Wu of Wei
What is Commander Eulji Mundeok good at?,Leading infantry units
What is Commander Hermann good at?,Leading archer units
What is Commander Keira good at?,Leading archer units
What is Commander Lancelot good at?,Leading cavalry units
What is Commander Osman I good at?,Attacking cities
What is Commander Sun Tzu good at?,Leading city garrisons
What is Julius Caesars nickname?,The Uncrowned King
What is Julius Caesars nickname in Rise of Kingdoms?,The Uncrowned Emperor
What is Karakus Fire Shaman called?,Denko
What is the 2nd-largest constituent nation of the United Kingdom?,Scotland
What is the actual name of Dmitri Shostakovichs symphony Leningrad?,Symphony No. 7 in C major
What is the alliance rally capacity provided by a Lvl 15 Fort?,"775,000"
What is the alternative name of Shakespeares play Twelfth Night?,What You Will
What is the bonus provided by the Frozen Fortress legendary city theme?,Infantry Defense +10%
What is the capital of the Republic of Chile?,Santiago
What is the center of a hurricane called?,Eye
What is the champion Keiras nickname?,The Red Chameleon
What is the chemical symbol of antimony?,Sb
What is the color of the floral headdress worn by commander Šárka in Rise of Kingdoms?,Red
What is the color of the jade pendant around the commander Cao Caos waist?,Green
What is the Commander Hannibal Barca good at?,Attacking cities
What is the conversion ratio of amperes (A) to milliamperes (mA)?,1:1000
What is the default rallied troop capacity when your castle is level 25?,2 million
What is the default transportation capacity if your trading post is level 25?,5 million
What is the duration of the Builder Recruitment item?,2 days
What is the effect of the accessory Vengeance?,Counterattack Damage +8%
What is the Expertise Skill of the commander Alexander the Great called?,Son of Amun
What is the Gem cost of the Human Sculpture decoration?,"2,000"
What is the hardest part of the human body?,Tooth Enamel
What is the heaviest alkaline earth metal?,Radium
What is the highest level a City Hall can reach in RoK?,25
What is the highest mountain in Africa?,Mount Kilimanjaro
What is the in-game nickname of Cleopatra VII?,Queen of Egypt
What is the largest airport in the world by area?,King Fahd International Airport
What is the largest animal on the planet?,Blue whale
What is the largest city in the UK by area?,London
What is the largest country in South America?,Brazil
What is the largest freshwater lake in the world by area?,Lake Superior
What is the largest known planet in our solar system?,Jupiter
What is the largest lake on the South American continent?,Lake Maracaibo
What is the largest living species of bird in the world?,Ostrich
What is the length of a marathon in kilometers?,42.2 Km
What is the main ingredient in salt?,Sodium chloride
What is the main ingredient of popcorn?,Corn
What is the main purpose of white blood cells in the human body?,Fighting infection and disease
What is the maximum number of Kings Road decorative buildings a governor can construct?,400
What is the maximum number of troops you can form in the Champions of Olympia event?,9
What is the maximum period of time that alliance resources can accumulate for in the Alliance Territory screen?,24h
What is the minimum number of Silver Keys that can be obtained from the Treasure of Wisdom bundle?,2
What is the most abundant element in earths crust?,Oxygen
What is the name for electricity produced by water power using large dams in a river?,Hydroelectric energy
What is the name for renewable energy derived from burning organic materials such as wood and alcohol?,Biomass
What is the name for the innermost sanctum of an ancient Greek temple accessible only to members of the priesthood?,Adyton
What is the name for the phenomenon by which organisms that are better adapted to the environment survive to pass traits to their offspring?,Natural selection
What is the name of the 2022 Qatar World Cup mascot?,Laeeb
What is the name of the achievement obtained by acquiring 3 permanent city themes?,Technicolor Themes
What is the name of the fourth bracket in the Champions of Olympia event?,Brilliant Silver
What is the name of the revolution in 1688 which established the British constitutional monarchy?,The Glorious Revolution
What is the name of the swindler who can also appear at the same time as the Ceroli Chieftain Bloodfist Bargha?,Dhalruk
What is the name of the Turkish straits that divide Europe from Asia?,The Bosphorus
What is the nationality of Pierre de Fermat who proposed Fermats Last Theorem?,France
What is the only country to have won both the Mens and Womens World Cup?,Germany
What is the only known short-period comet that is regularly visible to the naked eye from Earth?,Halleys Comet
What is the primary cause of karst landforms?,The dissolution of soluble rocks
What is the root cause of altitude sickness?,Rapid exposure to low amounts of oxygen at high elevation
What is the slogan of the weapons manufacturer Heckler & Koch?,No Compromises!
What is the softest mineral currently known to mankind?,Talc
What is the southernmost point of Africa?,Cape Agulhas
What is the tallest peak in the world?,Mount Everest
What is the total Lvl 25 Hospital Capacity for severely wounded troops (excluding boosts)?,"300,000"
What is the unlock condition for Nightmare difficulty in the Ians Ballads event?,Reach City Hall Lvl 23 and 20 million Power
What is the VIP Level required to purchase a Legendary Commander Sculpture on a weekly discount from the VIP Shop?,Lvl 13
What is the worlds oldest film festival?,Venice Film Festival
What item summons Dauntless Lohar?,Lohars Buckler
What kind of animal was the mascot of the 1998 World Cup in France?,Cockerel
What kind of boost to allied forces does commander Joan of Arcs active skill provide?,Rage
What kind of combat blessing do Archers receive in Champions of Olympia?,The Blessing of Ares
What kind of combat blessing do Cavalry receive in Champions of Olympia?,The Blessing of Hades
What kind of combat blessing do Infantry receive in Champions of Olympia?,The Blessing of Athena
What kind of combat blessing do mixed units receive in Champions of Olympia?,The Blessing of Apollo
What kind of commander becomes the temporary Garrison Commander in the event a Governor has not nominated a commander or the nominated commander is not present?,The highest level commander currently present
What letter is shown on the Scolas Lucky Coin decoration?,L
What level does your City Hall have to be to enter the Iron Age?,Lvl 10
What level does your City Hall have to be to use War Frenzy?,10
What material did the craftsmen of ancient Egypt favor for sculpting statues and murals?,Stone
What nationality was Miguel de Cervantes author of Don Quixote?,Spanish
What number World Cup will the 2022 World Cup be?,22nd
What occupation buff is provided by the Flame Altar?,Troop Attack +3%
What outstanding contribution to science won biologist Karl Landsteiner the Nobel Prize?,Discovering the human blood groups
What process is responsible for the red hues of the eponymous Red Sea?,Unusual algae
What provided the major economic support for the Renaissance?,Wealthy patrons
What race of creatures mythical or otherwise lived on Asgard according to Norse myth?,Aesir
What resource is required to travel in the State Forum?,Action Points
What reward may be given to governors who do NOT qualify for the Ark of Osiris but whose fellow alliance members do qualify and are defeated?,Gems
What tier of crystal treasure is found in the Lvl 26 Alliance Gift?,Treasure of Blue Crystal
What two countries together made up the Iberian Union?,Portugal and Spain
What two major works are attributed to Homer?,The Odyssey and The Iliad
What useful tool did famed carpenter Lu Ban invent?,The saw
What was another usage of gin aside from being a popular drink in the 18th century?,Medicine
What was the country of origin of the architect who designed the Museum of Egyptian Antiquities located in Cairo?,France
What was the final score of the 2014 World Cup final between Germany and Argentina?,1 – 0
What was the first mens World Cup to have a female referee?,2022 Qatar World Cup
What was the first of the three major battles fought between Alexander the Great and the Achaemenid Empire?,Battle of the Granicus
What was the first World Cup trophy called?,Jules Rimet Trophy
What was the homeland of Odysseus the subject of Homers Odyssey?,Ithaca
What was the name of the alliance led by Athens in the Peloponnesian War?,Delian League
What was the name of the ancient Greek god of wine?,Dionysus
What was the name of the creature in Greek mythology that lured sailors with its heavenly singing voice?,Siren
What was the name of the first chimpanzee to go to space?,Ham
What was the name of the official match ball of the 2018 World Cup?,Telstar
What was the native language of Cleopatra VII otherwise known as Cleopatra the Queen of Egypt?,Greek
What was the original purpose of the Great Pyramid of Giza?,Pharaoh Khufus tomb
What was the regnal name of the last emperor of Chinas Qing Dynasty?,Xuantong
What was the relationship between the famed generals Tolui and Genghis Khan?,Father and son
What was the venue for the final match of the 2018 World Cup held in Russia?,Luzhniki Stadium Moscow
What weapon does the commander Richard I wield?,An axe and shield
What weapons do City Keepers wield?,An axe and shield
What weapons does the commander City Keeper wield?,An axe and shield
What were the men and women hiding from on the outskirts of Florence in the novella collection The Decameron?,The Black Plague
Whats does the Fully Loaded alliance skill do when used?,Increases alliance members gathering speed for one type of resource
Whats does the Natures Gift alliance skill do when used?,Summon resource points in a selected area
Whats does the Skillful Craftsman alliance skill do when used?,Greatly increases alliance flag construction speed
Whats the primary cause of the formation of the Himalayas?,Collision between plates
When a governors city hall reaches level 25 how many farms can they build?,4
When Achilles refuses to fight Patroclus puts on Achilles armor fights the Trojans and dies. Who is Patroclus killed by?,Hector
When alliance members gather resources in alliance territory how much is their Gathering Speed increased by?,25%
When did the hard-boiled or noir literary genre of fiction first fluorish?,1920s
When did the War of the Austrian Succession take place?,1740-1748
When moist air encounters an obstacle such as a mountain range and is forced upward while air temperature drops resulting in rain this is known as:,Orographic precipitation
When not affected by buffs how much resource capacity does a Level 25 Storehouse have for each type of resource?,"2,500,000"
When was Coca-Cola invented?,The 19th century
When was Napoleon Bonaparte born?,1769
When was the Declaration of Independence written?,1776
When was the first Venice Film Festival held?,1932
When was the theremin one of the first electronic musical instruments invented?,1919
When were bicycles introduced to Europe?,The 19th century
Where are the worlds largest proven oil reserves located?,Ghawar Field
Where did Hippocrates the Father of Medicine come from?,Ancient Greece
Where did King Louis XIV of France move the royal Court to in 1682?,The Palace of Versailles
Where did reggae music originate?,Jamaica
Where did the final battle between King Arthur and Mordred take place according to Arthurian legend?,Camlann
Where did the Renaissance begin?,Italy
Where do adaptations come from?,Both mutations and genetic recombination
Where do most hurricanes start?,On the open seas
Where do most of the Ainu people live?,Hokkaido
Where in Egypt is the Sphinx located?,The Giza Plateau
Where in Italy is Vatican City located?,Rome
Where is the Capital of Scotland?,Edinburgh
Where is the capital of the Germany?,Berlin
Where is the commander Gaius Marius from?,Ancient Rome
Where is the largest pyramid in the world?,The Great Pyramid of Cholula
Where is the reported birthplace of the belly dance?,Egypt
Where is the right hand of the famous sculpture known as The Thinker resting?,Under the chin
Where was Commander Lohar born?,In a remote barbarian tribe
Where was famed musician Beethoven born?,Bonn
Where was Napoleon Bonaparte exiled after his defeat at Waterloo?,St. Helena
Where was Pablo Picasso born?,Iberia
Where was the Ceroli Chieftain Torgny born?,Citadel of Braves
Where was the composer Wolfgang Amadeus Mozart born?,Salzburg
Where was the rallying point for the first Crusade?,Constantinople
Where was the World Heritage Terracotta Army found?,In a royal mausoleum
Which achievement is unlocked from upgrading 2 hospitals to Lvl 25?,Hale & Hearty
Which ancient civilization built the Lost City of Machu Picchu?,The Incas
Which ancient Egyptian deity is represented with the head of a lion?,Tefnut
Which ancient Egyptian pharaohs tomb did British archaeologist Howard Carter discover in 1922?,Tutankhamun
Which ancient Greek dramatist wrote the famous tragedy Oedipus Rex?,Sophocles
Which ancient Greek mathematician used the method of exhaustion to calculate the area of a circle?,Archimedes
Which ancient Greek philosopher put forth the first ideas of atomism?,Democritus
Which Ancient Greek physicist famously discovered the concept of buoyancy while taking a bath?,Archimedes
Which ancient Greek scholar laid the foundation for future European mathematics and authored the Elements of geometry?,Euclid
Which animal is featured on commander Richard Is background image?,A dog
Which art group is known as a national treasure of Canada?,Cirque du Soleil
Which artist painted the world-famous Girl with a Pearl Earring?,Johannes Vermeer
Which artist shocked the world by shredding a copy of his own work Girl with Balloon at an auction?,Banksy
Which astronomer proposed the heliocentric theory in the 16th century?,Nicolaus Copernicus
Which beverage was invented by American pharmacist John Pemberton?,Cola
Which British star performed at the opening ceremony of the 2018 World Cup?,Robbie Williams
Which buff can be acquired from occupying a Sanctum of Courage?,Increase EXP gained by commanders
Which building was originally built in London to house the Great Exhibition of the Works of Industry of All Nations held in 1851?,The Crystal Palace
Which Ceroli Chieftain comes from Horn Bay?,Keira
Which Ceroli Chieftain comes from Sabertooth Valley?,Ak & Hok
Which Ceroli Chieftain dual wields a dagger and bow?,Wafura
Which Ceroli Chieftain dwells in a place known as Death Forest?,Dekar
Which Ceroli Chieftain has been tasked with safeguarding Windrage Cliffs?,Astrid
Which Ceroli Chieftain has power over frost?,Frida
Which Ceroli Chieftain once encircled the Citadel of Braves with their forces?,Torgny
Which Ceroli Chieftain safeguards the Whitestone Tower?,Frida
Which Ceroli Chieftain spent over 20 years garrisoning the Northern Reaches?,Torgny
Which Ceroli Chieftain uses a bow for a weapon?,Keira
Which Ceroli Chieftain wields two weapons at once?,Astrid
Which Ceroli Chieftain works alongside a snake?,Dekar
Which Ceroli Chieftains tribe has lived in the freezing wastes for generations?,Wafura
Which chapter of the Kingdom Chronicles grants the Explorer for Life achievement if all mist is explored before the chapters end?,Long Peace
Which Chieftain from the Ceroli Crisis event is well-versed in poison magic?,Dekar
Which Chieftain in the Ceroli Crisis event mounted a successful coup?,Torgny
Which Chinese dynasty did Jiang Ziya help to establish?,The Zhou Dynasty
Which city hosted the 2000 Summer Olympics?,Sydney
Which city-state defeated Sparta in the Battle of Leuctra?,Thebes
Which city-state of Ancient Greece was known for its brutal military training and bravery?,Sparta
Which civilian airport is the highest above sea level?,Daocheng Yading Airport
Which civilization was the first to have public toilets?,Ancient Rome
Which club has footballer Lionel Messi played for the longest?,Barcelona
Which commander can be said to have the thickest eyebrows in Rise of Kingdoms?,Cao Cao
Which commander does NOT receive a skill level boost from a Legendary Commander Sculpture?,Hannibal Barca
Which commander features a ship in their background image?,Pelagius
Which commander has a crown with gemstones of a different color to the others?,Queen Tamar of Georgia
Which commander is commonly regarded as having exemplified the ideal of the Bushido Spirit?,Kusunoki Masashige
Which commander is known as The Immortal Hammer?,Charles Martel
Which commander is known as Barbarossa?,Frederick I
Which commander is known as Kamakuras Warlord?,Minamoto no Yoshitsune
Which commander is known as the Conqueror of Chaos?,Cao Cao
Which commander is known as the Lady of the Mercians?,Æthelflæd
Which commander is nicknamed Bow of Revolution?,Yi Seong-Gye
Which commander is nicknamed Carthages Guardian?,Hannibal Barca
Which commander is nicknamed the Father of Conquest?,Baibars
Which commander is nicknamed the Roaring Barbarian?,Lohar
Which commander is reputed to have said I came I saw I conquered?,Julius Caesar
Which commander role provides a load boost to troops?,Supply Captain
Which commander says: My destiny is determined by faith and opportunity?,Matilda of Flanders
Which commander showed their military genius in the Battle of Tours in the 8th century AD?,Charles Martel
Which commander signed a peace treaty with Saladin in 1192?,Richard I
Which commander was considered an enemy of Rome from an early age?,Hannibal Barca
Which commander was in charge of capturing Constantinople at the age of 21?,Mehmed II
Which commander was known as the Celtic Rose?,Boudica
Which commander was paired with Minamoto?,Tomoe Gozen
Which commander wields the Beauty and Wisdom skill?,Cleopatra VII
Which Commanders active skill can inflict Silence?,Hermann
Which composer wrote the opera The Ring of the Nibelung?,Wagner
Which continent has the lowest average temperatures?,Antarctica
Which continent was the birthplace of Mayan civilization?,The Americas
Which country did Arjen Robben play for?,The Netherlands
Which country did the famous poet Dante Alighieri come from?,Italy
Which country did Zarathustra of the tone poem ‘Thus Spoke Zarathustra come from?,Persia
Which country gave the Statue of Liberty to the American people as a gift?,France
Which country has adopted the quetzal as its national bird?,Guatemala
Which country has participated in 8 World Cups but has never advanced past the group stage?,Scotland
Which country has topped the FIFA world rankings but has never won a World Cup?,Belgium
Which country has won the most World Cups?,Brazil
Which country has won the World Cup five times?,Brazil
Which country hosted and won the 1930 World Cup?,Uruguay
Which country hosted and won the 1978 World Cup?,Argentina
Which country hosted the 1994 World Cup?,The United States
Which country hosted the 1998 World Cup?,France
Which country hosted the 2022 World Cup?,Qatar
Which country hosted the first ever Winter Olympics on January 25 1924?,France
Which country hosted the first World Cup?,Uruguay
Which country is Çatalhöyük located in?,Turkey
Which country is responsible for inventing blue cheese well-known for its pungent taste?,France
Which country used an orange as its World Cup mascot?,Spain
Which country was allowed to keep the Jules Rimet Trophy permanently?,Brazil
Which country was England fighting against in the Battle of Agincourt?,France
Which country was Marco Polo a famous explorer and merchant born in?,Republic of Venice
Which country was the first Asian country to reach the semi-final stage of the World Cup?,Korea
Which country was the first to invent perfume?,Cyprus
Which country won the 2018 World Cup held in Russia?,France
Which countrys explorers were the first to land in Antarctica?,Norway
Which countrys team has played in every World Cup?,Brazil
Which creature decoration from Greek mythology can governors construct in their city?,Pegasus
Which deity of ancient Egyptian mythology was represented by the obelisk?,Ra
Which demigod captures Cerberus the three-headed hound of Hades according to Greek mythology?,Hercules
Which Dutch scientist is known as the father of microbiology?,Antonie van Leeuwenhoek
Which emperor issued the Edict of Milan?,Constantine I
Which Egyptian city marked the boundary between Upper Egypt and Lower Egypt during the pre-dynastic period?,Memphis
Which emperor issued the Proclamation of Milan?,Constantine I
Which emperor was named the Khan of Heaven by various Turkic nomads during the Sui and Tang dynasties?,Emperor Taizong of Tang
Which entomologist and astronomer from New Zealand first proposed adopting a method of Daylight Saving Time?,George Hudson
Which ethnic group founded the earliest civilization of Mesopotamia?,The Sumerians
Which European countrys king funded Christopher Columbus famous expedition?,Spain
Which European wrote the first travelogue detailing Chinas history culture and art?,Marco Polo
Which famous and influential family did the famous Renaissance art patron Duke Lorenzo belong to?,The House of Medici
Which famous Japanese samurai was called Ushiwakamaru as a child?,Minamoto no Yoshitsune
Which famous sculpture features a child urinating?,Manneken Pis
Which figure from Greek mythology did Mary Shelley associate Frankensteins monster with?,Prometheus
Which figure of history disguised himself as a Prussian captain and made off with over 4000 gold marks only to be later regarded as a folk hero and called the Captain of Köpenick?,Wilhelm Voigt
Which film won Outstanding Picture at the first ever Oscars?,Wings
Which flavor of soup can does NOT appear in Andy Warhols famous work titled Campbells Soup Cans?,Corn
Which formation is the Imperial War Drum armament for?,V
Which French monarch was known as Saint Louis?,Louis IX
Which gas makes up more than 90% of Mars atmosphere?,Carbon Dioxide
Which German psychologist discovered the human brains forgetting curve?,Hermann Ebbinghaus
Which goalkeeper has scored the most goals in professional soccer?,Rogério Ceni
Which god is Taranis in Celtic mythology?,Thunder God
Which Greek goddess is portrayed on the Jules Rimet trophy the original World Cup trophy?,Nike
Which inventor built the worlds first electric locomotive in 1837?,Robert Davidson
Which is Minamoto no Yoshitsunes active skill?,Kyohachiryu
Which is recognized by the Guinness Book of World Records as having the largest cumulative circulation of any single-author comic?,One Piece
Which is the highest plateau in the world?,The Tibetan Plateau
Which is the longest continental mountain range on earth?,The Andes
Which is the smallest known snake species?,Barbados threadsnake
Which is the Viking civilizations special unit?,Berserker
Which is the worlds largest church?,St. Peters Basilica
Which Japanese haiku poet wrote under the pseudonym Tosei?,Matsuo Basho
Which kingdom did the commander Boudica reign over?,Iceni
Which landmark in Sydney Australia is shaped like sails?,Sydney Opera House
Which mammalian order does Suidae belong to?,Artiodactyla
Which manager has managed in six World Cups?,Carlos Alberto Parreira
Which manager led his team to a record 11 consecutive World Cup match victories?,Luiz Felipe Scolari
Which military commander was known as the Teutoburgs Liberator?,Hermann
Which military leader was known as the Reformer of the Legions?,Gaius Marius
Which modern-day city was Shakespeares Globe Theater built in?,London
Which monarch built the Hagia Sophia?,Justinian I
Which musical instrument is a national emblem of Ireland?,Harp
Which musician composed The Marriage of Figaro?,Mozart
Which new method of constructing columns in ancient Rome was based on the three main Greek styles?,The Tuscan column.
Which Nobel Prize is the most recently established?,The Nobel Prize in Economics
Which of the Babylonian Codes of Law was the first full set of written laws in recorded history?,The Code of Hammurabi
Which of the below figures were not Knights of King Arthurs Round Table?,Merlin
Which of the below states was not part of the Three Kingdoms period?,Jin
Which of the following accurately describes the Arctic Circle?,Polar Day and Polar Night are phenomenons that occur there
Which of the following achievements must be completed before the Special Snowflake achievement?,Long-range Strike
Which of the following actions is NOT available to an alliance leader in Rise of Kingdoms?,Quit Alliance
Which of the following animals does NOT lay eggs?,Bat
Which of the following are carnivores?,Dragonflies
Which of the following are NOT mammals?,Turtle
Which of the following awards daily activity points?,Defeating barbarian troops on the map
Which of the following best describes a Clownfish?,Tropical marine fish
Which of the following buffs can take effect during Sunset Canyon battles?,Buffs from equipment
Which of the following buffs comes from levelling up the required structure to level 25?,Transportation March Speed Bonus
Which of the following buildings cannot be upgraded?,Courier Station
Which of the following can NOT be found in a Silver Chest at the Tavern?,Lv.3 Tome of Knowledge
Which of the following can NOT be found in Alliance Shops?,Golden Key
Which of the following CANNOT be equipped to a Commander?,Lohars Longbow
Which of the following cat breeds is known for being hairless?,Sphynx
Which of the following characters are NOT present in the Journey to the West story?,Third Sister Hu
Which of the following cities is the capital of France?,Paris
Which of the following cities was the first to have an underground rapid transit system?,London
Which of the following city buildings CAN be upgraded?,Trading Post
Which of the following civilizations cannot buff their cavalry?,The Ottomans
Which of the following civilizations give a 5% attack bonus to cavalry units?,Germany
Which of the following civilizations gives a 20% healing speed bonus to hospitals?,France
Which of the following civilizations increases the damage of active commander skills by 5%?,Ottomans
Which of the following civilizations provides a building speed boost?,China
Which of the following commanders excels at attacking enemy cities?,Julius Caesar
Which of the following commanders excels at gathering resources?,Cleopatra VII
Which of the following commanders excels at leading archers?,Yi Seong-Gye
Which of the following commanders excels at leading cavalry?,Minamoto no Yoshitsune
Which of the following commanders excels at leading infantry?,Richard I
Which of the following commanders in RoK was the only ruler in history to defeat Cyrus the Great in a major battle?,Tomyris
Which of the following commanders joined a rebellion against her own husband?,Constance
Which of the following commanders was effectively the ruler of their kingdom but never officially the head of state?,Charles Martel
Which of the following commanders was part of the Battle of Red Cliffs?,Cao Cao
Which of the following commanders was part of the Hundred Years War?,Joan of Arc
Which of the following commanders sculptures cannot be donated to the Past Glory event after the Lost Kingdom has been opened?,Æthelflæd
Which of the following constellations is shaped like a crown?,Corona Borealis
Which of the following countries is located entirely in the Northern Hemisphere?,None of these answers are correct
Which of the following countries or regions is NOT part of Northern Europe?,Argentina
Which of the following deities were NOT meant to be given offerings at the Abu Simbel Temples?,Anubis
Which of the following describes a monotheist?,Someone who warships 1 god
Which of the following descriptions of microscopes is false?,They can be used to observe stars
Which of the following did NOT occur during the Greco-Persian Wars?,The Battle of Agincourt
Which of the following doctors was the first to describe completely and in detail the systemic circulation and the function of the heart?,William Harvey
Which of the following does not award Individual Credits?,Giving resources to allies
Which of the following does NOT award Individual Credits?,Attacking Barbarians
Which of the following does NOT give Commanders EXP?,Attacking other players
Which of the following does NOT increase an Alliances member limit?,Appointing officers
Which of the following events took place in North America during the Roaring Twenties?,The Weird Tales magazine was first published
Which of the following fish lures its prey through bioluminescence?,Anglerfish
Which of the following French Kings was known as the Sun King?,Louis XIV
Which of the following fruits know as wolf peach were erroneously thought to be poisonous?,Tomatoes
Which of the following historical figures never engaged in medical work?,Justinian
Which of the following illnesses can be caused by a lack of Vitamin D?,Rickets
Which of the following inventions did NOT come about during the first industrial Revolution?,The telephone
Which of the following is a decorative building?,Stone Drum
Which of the following is a fossil fuel formed from marine organisms that is often found in folded or tilted layers and used for heating and cooking?,Natural gas
Which of the following is a liquid fossil fuel formed from marine organisms that is burned to obtain energy and used to manufacture plastics?,Oil
Which of the following is a military building?,Scout Camp
Which of the following is a name for sedimentary rock formed from decayed plant material in swampy areas?,Coal
Which of the following is a phase of The Mightiest Governor event?,Enemy Elimination
Which of the following is an alternative energy source based on splitting heavy atoms into lighter ones to release energy?,Nuclear energy
Which of the following is an economic building?,Alliance Center
Which of the following is an inexhaustible energy resource that relies on hot magma or hot dry rocks below ground?,Geothermal energy
Which of the following is another name for the Black Death that raged across the Europe during the Late Middle Ages?,Yersinia pestis
Which of the following is considered a metallic resource?,Iron
Which of the following is considered one of Confucius disciples?,Yan Hui
Which of the following is extinct?,The Stellers Sea Cow
Which of the following is NOT a low country of Europe?,The United Kingdom
Which of the following is NOT a Champions of Olympia map?,Treasure Hill
Which of the following is not a characteristic of Renaissance art?,Flat/Two-dimensional
Which of the following is NOT a component ingredient used to forge the Epic weapon Golden Age?,Animal Bone
Which of the following is NOT a King skill?,Relief
Which of the following is not a natural resource?,Clothing
Which of the following is NOT a prerequisite for the Military Technology Cartography?,Ballistics
Which of the following is not a reason why the Renaissance began in Italy?,The Black Plague did not hit Italy as a result of the Alps
Which of the following is NOT a suit in poker?,Winds
Which of the following is NOT a type of dance?,Sumo
Which of the following is NOT an accurate description of the Manila galleons?,They were used for enemy reconnaissance
Which of the following is NOT an accurate description of the ancient Kingdom of Kush?,It did not possess its own unique language and script
Which of the following is not an objective of Greek mythology?,Provide a path for salvation
Which of the following is NOT considered a single-celled organism?,Mites
Which of the following is NOT one of Belisarius skills?,Thunderous Force
Which of the following is NOT one of El Cids skills?,Chivalry
